,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,REGISTERED TO TEST,NOT TESTED ** (See Below),VALID SCORES,MEAN SCALE SCORE,L1 PERCENT,L2 PERCENT,L3 PERCENT,L4 PERCENT,L5 PERCENT,GRADE
11960,25,MONMOUTH,1650,FREEHOLD REGIONAL,70.0,MANALAPAN HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,319,72,247,729,13.4,31.6,31.2,23.9,0,9 and Algebra I
11977,25,MONMOUTH,1650,FREEHOLD REGIONAL,80.0,MARLBORO HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,309,205,104,738,13.5,16.3,31.7,38.5,0,9 and Algebra I
11993,25,MONMOUTH,1650,FREEHOLD REGIONAL,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,1736,402,1334,733,10.3,24.7,36.7,28.3,0,9 and Algebra I
12014,25,MONMOUTH,1660,FREEHOLD TWP,23.0,CLIFTON T. BARKALOW SCHOOL,GH,TOTAL,ALL STUDENTS,111,15,96,789,0,0,3.1,77.1,19.8,9 and Algebra I
12025,25,MONMOUTH,1660,FREEHOLD TWP,24.0,DWIGHT D. EISENHOWER SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,116,787,0,0,1.7,79.3,19,9 and Algebra I
12038,25,MONMOUTH,1660,FREEHOLD TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,230,18,212,788,0,0,2.4,78.3,19.3,9 and Algebra I
12052,25,MONMOUTH,2105,HAZLET TWP,50.0,RARITAN HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,188,729,12.8,27.7,34.6,25,0,9 and Algebra I
12068,25,MONMOUTH,2105,HAZLET TWP,105.0,HAZLET MIDDLE SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,81,753,2.5,4.9,34.6,56.8,1.2,9 and Algebra I
12080,25,MONMOUTH,2105,HAZLET TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,269,736,9.7,20.8,34.6,34.6,.4,9 and Algebra I
12098,25,MONMOUTH,2120,HENRY HUDSON REGIONAL,50.0,HENRY HUDSON REGIONAL SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,49,751,8.2,10.2,26.5,51,4.1,9 and Algebra I
12115,25,MONMOUTH,2120,HENRY HUDSON REGIONAL,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,49,751,8.2,10.2,26.5,51,4.1,9 and Algebra I
12132,25,MONMOUTH,2230,HOLMDEL TWP,20.0,HOLMDEL HIGH SCHOOL,I,TOTAL,ALL STUDENTS,120,30,90,736,4.4,24.4,40,30,1.1,9 and Algebra I
12149,25,MONMOUTH,2230,HOLMDEL TWP,30.0,WILLIAM R. SATZ SCHOOL,I,TOTAL,ALL STUDENTS,*,*,142,781,0,3.5,12.7,60.6,23.2,9 and Algebra I
12165,25,MONMOUTH,2230,HOLMDEL TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,267,35,232,764,1.7,11.6,23.3,48.7,14.7,9 and Algebra I
12186,25,MONMOUTH,2290,HOWELL TWP,25.0,HOWELL TOWNSHIP MIDDLE SCHOOL NORTH,FG,TOTAL,ALL STUDENTS,155,13,142,775,0,.7,11.3,81,7,9 and Algebra I
12200,25,MONMOUTH,2290,HOWELL TWP,27.0,HOWELL TOWNSHIP MIDDLE SCHOOL SOUTH,FG,TOTAL,ALL STUDENTS,140,19,121,765,0,3.3,19.8,73.6,3.3,9 and Algebra I
12216,25,MONMOUTH,2290,HOWELL TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,295,32,263,770,0,1.9,15.2,77.6,5.3,9 and Algebra I
12233,25,MONMOUTH,2400,KEANSBURG BORO,10.0,KEANSBURG HIGH SCHOOL,A,TOTAL,ALL STUDENTS,*,*,83,710,34.9,41,15.7,8.4,0,9 and Algebra I
12250,25,MONMOUTH,2400,KEANSBURG BORO,30.0,JOSEPH R. BOLGER MIDDLE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,28,730,14.3,21.4,46.4,17.9,0,9 and Algebra I
12261,25,MONMOUTH,2400,KEANSBURG BORO,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,112,715,30.4,35.7,23.2,10.7,0,9 and Algebra I
12280,25,MONMOUTH,2430,KEYPORT BORO,50.0,KEYPORT HIGH SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,86,722,16.3,30.2,44.2,9.3,0,9 and Algebra I
12296,25,MONMOUTH,2430,KEYPORT BORO,60.0,KEYPORT CENTRAL SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,22,762,0,4.5,22.7,68.2,4.5,9 and Algebra I
12306,25,MONMOUTH,2430,KEYPORT BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,108,730,13,25,39.8,21.3,.9,9 and Algebra I
12324,25,MONMOUTH,2720,LITTLE SILVER BORO,50.0,MARKHAM PLACE,J,TOTAL,ALL STUDENTS,*,*,44,801,0,0,0,75,25,9 and Algebra I
12335,25,MONMOUTH,2720,LITTLE SILVER BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,44,801,0,0,0,75,25,9 and Algebra I
12346,25,MONMOUTH,2770,LONG BRANCH CITY,50.0,LONG BRANCH HIGH SCHOOL,B,TOTAL,ALL STUDENTS,*,*,362,718,23.8,36.2,25.7,14.4,0,9 and Algebra I
12363,25,MONMOUTH,2770,LONG BRANCH CITY,60.0,LONG BRANCH MIDDLE SCHOOL,B,TOTAL,ALL STUDENTS,*,*,48,779,0,0,4.2,93.8,2.1,9 and Algebra I
12373,25,MONMOUTH,2770,LONG BRANCH CITY,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,410,725,21,32,23.2,23.7,.2,9 and Algebra I
12391,25,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,60.0,MANALAPAN-ENGLISHTOWN MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,259,14,245,786,.4,1.2,2,78.4,18,9 and Algebra I
12406,25,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,259,14,245,786,.4,1.2,2,78.4,18,9 and Algebra I
12421,25,MONMOUTH,2930,MANASQUAN BORO,50.0,MANASQUAN HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,71,713,31,36.6,16.9,15.5,0,9 and Algebra I
12436,25,MONMOUTH,2930,MANASQUAN BORO,60.0,MANASQUAN ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,36,763,0,0,22.2,77.8,0,9 and Algebra I
12447,25,MONMOUTH,2930,MANASQUAN BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,108,730,20.4,25,18.5,36.1,0,9 and Algebra I
12464,25,MONMOUTH,3030,MARLBORO TWP,48.0,MARLBORO MEMORIAL MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,122,795,.8,0,4.9,56.6,37.7,9 and Algebra I
12477,25,MONMOUTH,3030,MARLBORO TWP,50.0,MARLBORO MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,137,20,117,780,0,1.7,6,74.4,17.9,9 and Algebra I
12489,25,MONMOUTH,3030,MARLBORO TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,268,29,239,788,.4,.8,5.4,65.3,28,9 and Algebra I
12504,25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,50.0,MATAWAN REGIONAL HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,213,18,195,737,11.3,17.9,36.4,34.4,0,9 and Algebra I
12522,25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,53.0,MATAWAN-ABERDEEN MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,49,788,2,0,4.1,77.6,16.3,9 and Algebra I
12533,25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,272,28,244,747,9.4,14.3,29.9,43,3.3,9 and Algebra I
12553,25,MONMOUTH,3160,MIDDLETOWN TWP,50.0,MIDDLETOWN HIGH SCHOOL NORTH,GH,TOTAL,ALL STUDENTS,304,13,291,726,15.1,30.2,39.5,14.8,.3,9 and Algebra I
12571,25,MONMOUTH,3160,MIDDLETOWN TWP,53.0,MIDDLETOWN HIGH SCHOOL SOUTH,GH,TOTAL,ALL STUDENTS,*,*,253,735,9.5,21.3,36,33.2,0,9 and Algebra I
12587,25,MONMOUTH,3160,MIDDLETOWN TWP,55.0,BAYSHORE MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,70,777,0,1.4,2.9,87.1,8.6,9 and Algebra I
12602,25,MONMOUTH,3160,MIDDLETOWN TWP,57.0,THOMPSON MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,143,787,0,0,3.5,81.1,15.4,9 and Algebra I
12614,25,MONMOUTH,3160,MIDDLETOWN TWP,59.0,THORNE MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,39,777,0,0,7.7,92.3,0,9 and Algebra I
12626,25,MONMOUTH,3160,MIDDLETOWN TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,824,27,797,747,8.7,17.9,27.1,42.7,3.6,9 and Algebra I
12647,25,MONMOUTH,3200,MILLSTONE TWP,40.0,MILLSTONE TOWNSHIP MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,54,791,0,0,0,92.6,7.4,9 and Algebra I
12657,25,MONMOUTH,3200,MILLSTONE TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,54,791,0,0,0,92.6,7.4,9 and Algebra I
12667,25,MONMOUTH,3250,MONMOUTH BEACH BORO,50.0,MONMOUTH BEACH ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,16,778,0,0,6.3,87.5,6.3,9 and Algebra I
12673,25,MONMOUTH,3250,MONMOUTH BEACH BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,16,778,0,0,6.3,87.5,6.3,9 and Algebra I
12679,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4.0,COMMUNICATIONS HIGH SCHOOL,V,TOTAL,ALL STUDENTS,*,*,13,764,0,7.7,15.4,69.2,7.7,9 and Algebra I
12706,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,,DISTRICT WIDE,V,TOTAL,ALL STUDENTS,*,*,32,768,3.1,3.1,9.4,75,9.4,9 and Algebra I
12717,25,MONMOUTH,3270,MONMOUTH REGIONAL,50.0,MONMOUTH REGIONAL HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,252,743,7.9,17.9,27.8,45.2,1.2,9 and Algebra I
12736,25,MONMOUTH,3270,MONMOUTH REGIONAL,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,252,743,7.9,17.9,27.8,45.2,1.2,9 and Algebra I
12773,25,MONMOUTH,3510,NEPTUNE TWP,50.0,NEPTUNE HIGH SCHOOL,CD,TOTAL,ALL STUDENTS,197,35,162,706,34,45.7,18.5,1.9,0,9 and Algebra I
12791,25,MONMOUTH,3510,NEPTUNE TWP,55.0,NEPTUNE MIDDLE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,75,762,0,6.7,24,64,5.3,9 and Algebra I
12805,25,MONMOUTH,3510,NEPTUNE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,280,43,237,723,23.2,33.3,20.3,21.5,1.7,9 and Algebra I
12826,25,MONMOUTH,3810,OCEAN TWP,30.0,OCEAN TOWNSHIP HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,255,35,220,729,10,30.5,36.4,23.2,0,9 and Algebra I
12840,25,MONMOUTH,3810,OCEAN TWP,40.0,TOWNSHIP OF OCEAN INTERMEDIATE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,75,779,0,1.3,8,77.3,13.3,9 and Algebra I
12853,25,MONMOUTH,3810,OCEAN TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,339,42,297,742,7.4,22.9,29.3,37,3.4,9 and Algebra I
12870,25,MONMOUTH,3830,OCEANPORT BORO,30.0,MAPLE PLACE MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,44,746,6.8,11.4,34.1,47.7,0,9 and Algebra I
12883,25,MONMOUTH,3830,OCEANPORT BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,44,746,6.8,11.4,34.1,47.7,0,9 and Algebra I
12896,25,MONMOUTH,4360,RED BANK BORO,60.0,RED BANK MIDDLE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,20,769,0,0,15,80,5,9 and Algebra I
12906,25,MONMOUTH,4360,RED BANK BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,20,769,0,0,15,80,5,9 and Algebra I
12916,25,MONMOUTH,4365,RED BANK REGIONAL,50.0,RED BANK REGIONAL HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,219,739,11,19.6,29.7,38.8,.9,9 and Algebra I
12933,25,MONMOUTH,4365,RED BANK REGIONAL,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,219,739,11,19.6,29.7,38.8,.9,9 and Algebra I
12950,25,MONMOUTH,4570,RUMSON BORO,50.0,FORRESTDALE SCHOOL,J,TOTAL,ALL STUDENTS,*,*,79,785,0,1.3,5.1,67.1,26.6,9 and Algebra I
12960,25,MONMOUTH,4570,RUMSON BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,79,785,0,1.3,5.1,67.1,26.6,9 and Algebra I
12970,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50.0,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,J,TOTAL,ALL STUDENTS,*,*,79,730,11.4,30.4,36.7,21.5,0,9 and Algebra I
12981,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,79,730,11.4,30.4,36.7,21.5,0,9 and Algebra I
13004,25,MONMOUTH,4760,SHORE REGIONAL,50.0,SHORE REGIONAL HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,74,719,18.9,40.5,33.8,6.8,0,9 and Algebra I
13019,25,MONMOUTH,4760,SHORE REGIONAL,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,74,719,18.9,40.5,33.8,6.8,0,9 and Algebra I
13034,25,MONMOUTH,4770,SHREWSBURY BORO,50.0,SHREWSBURY BOROUGH ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,22,786,0,0,0,95.5,4.5,9 and Algebra I
13044,25,MONMOUTH,4770,SHREWSBURY BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,22,786,0,0,0,95.5,4.5,9 and Algebra I
13054,25,MONMOUTH,4980,SPRING LAKE BORO,50.0,H W MOUNTZ ELEMENTARY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,15,783,0,0,6.7,80,13.3,9 and Algebra I
13062,25,MONMOUTH,4980,SPRING LAKE BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,15,783,0,0,6.7,80,13.3,9 and Algebra I
13070,25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,50.0,SPRING LAKE HEIGHTS ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,24,756,0,12.5,29.2,58.3,0,9 and Algebra I
13079,25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,24,756,0,12.5,29.2,58.3,0,9 and Algebra I
13088,25,MONMOUTH,5185,TINTON FALLS,70.0,TINTON FALLS MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,41,779,0,0,2.4,92.7,4.9,9 and Algebra I
13098,25,MONMOUTH,5185,TINTON FALLS,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,41,779,0,0,2.4,92.7,4.9,9 and Algebra I
13108,25,MONMOUTH,5230,UNION BEACH,50.0,MEMORIAL SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,16,777,0,0,0,81.3,18.8,9 and Algebra I
13118,25,MONMOUTH,5230,UNION BEACH,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,16,777,0,0,0,81.3,18.8,9 and Algebra I
13128,25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,50.0,ALLENTOWN HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,238,13,225,738,8,15.1,40,36.9,0,9 and Algebra I
13146,25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,70.0,STONEBRIDGE MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,30,794,0,0,0,76.7,23.3,9 and Algebra I
13157,25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,268,13,255,745,7.1,13.3,35.3,41.6,2.7,9 and Algebra I
13177,25,MONMOUTH,5420,WALL TWP,50.0,WALL HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,181,49,132,728,13.6,28.8,35.6,22,0,9 and Algebra I
13191,25,MONMOUTH,5420,WALL TWP,75.0,WALL INTERMEDIATE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,148,771,0,2,13.5,81.1,3.4,9 and Algebra I
13204,25,MONMOUTH,5420,WALL TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,332,52,280,750,6.4,14.6,23.9,53.2,1.8,9 and Algebra I
13221,25,MONMOUTH,5640,WEST LONG BRANCH BORO,50.0,FRANK ANTONIDES SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,26,772,0,0,11.5,80.8,7.7,9 and Algebra I
13231,25,MONMOUTH,5640,WEST LONG BRANCH BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,26,772,0,0,11.5,80.8,7.7,9 and Algebra I
13241,27,MORRIS,0450,BOONTON TOWN,20.0,BOONTON HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,110,719,19.1,36.4,31.8,12.7,0,9 and Algebra I
13258,27,MORRIS,0450,BOONTON TOWN,30.0,JOHN HILL SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,36,760,0,8.3,27.8,61.1,2.8,9 and Algebra I
13270,27,MORRIS,0450,BOONTON TOWN,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,147,729,15,29.3,30.6,24.5,.7,9 and Algebra I
13288,27,MORRIS,0460,BOONTON TWP,60.0,ROCKAWAY VALLEY SCHOOL,I,TOTAL,ALL STUDENTS,*,*,55,752,1.8,18.2,23.6,54.5,1.8,9 and Algebra I
13300,27,MORRIS,0460,BOONTON TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,55,752,1.8,18.2,23.6,54.5,1.8,9 and Algebra I
13312,27,MORRIS,0630,BUTLER BORO,20.0,BUTLER HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,105,741,6.7,16.2,36.2,41,0,9 and Algebra I
13325,27,MORRIS,0630,BUTLER BORO,30.0,RICHARD BUTLER SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,21,798,0,0,0,66.7,33.3,9 and Algebra I
13337,27,MORRIS,0630,BUTLER BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,128,750,7,13.3,29.7,44.5,5.5,9 and Algebra I
13353,27,MORRIS,0785,SCH DIST OF THE CHATHAMS,10.0,CHATHAM HIGH SCHOOL,J,TOTAL,ALL STUDENTS,73,28,45,731,17.8,13.3,37.8,31.1,0,9 and Algebra I
13368,27,MORRIS,0785,SCH DIST OF THE CHATHAMS,30.0,CHATHAM MIDDLE SCHOOL,J,TOTAL,ALL STUDENTS,296,56,240,775,1.3,1.7,12.5,73.8,10.8,9 and Algebra I
13384,27,MORRIS,0785,SCH DIST OF THE CHATHAMS,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,369,84,285,768,3.9,3.5,16.5,67,9.1,9 and Algebra I
13403,27,MORRIS,0820,CHESTER TWP,20.0,BLACK RIVER MIDDLE SCHOOL,J,TOTAL,ALL STUDENTS,91,22,69,787,1.4,0,2.9,66.7,29,9 and Algebra I
13417,27,MORRIS,0820,CHESTER TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,91,22,69,787,1.4,0,2.9,66.7,29,9 and Algebra I
13431,27,MORRIS,1090,DENVILLE TWP,80.0,VALLEYVIEW MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,109,787,0,0,1.8,82.6,15.6,9 and Algebra I
13445,27,MORRIS,1090,DENVILLE TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,109,787,0,0,1.8,82.6,15.6,9 and Algebra I
13459,27,MORRIS,1110,DOVER TOWN,40.0,DOVER HIGH SCHOOL,A,TOTAL,ALL STUDENTS,*,*,211,720,23.7,28.4,32.7,14.7,.5,9 and Algebra I
13476,27,MORRIS,1110,DOVER TOWN,65.0,DOVER MIDDLE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,72,775,0,1.4,12.5,75,11.1,9 and Algebra I
13489,27,MORRIS,1110,DOVER TOWN,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,283,734,17.7,21.6,27.6,30,3.2,9 and Algebra I
13507,27,MORRIS,1190,EAST HANOVER TWP,50.0,EAST HANOVER MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,51,764,2,2,27.5,58.8,9.8,9 and Algebra I
13517,27,MORRIS,1190,EAST HANOVER TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,51,764,2,2,27.5,58.8,9.8,9 and Algebra I
13527,27,MORRIS,1530,FLORHAM PARK BORO,30.0,RIDGEDALE MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,53,779,0,0,5.7,84.9,9.4,9 and Algebra I
13537,27,MORRIS,1530,FLORHAM PARK BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,53,779,0,0,5.7,84.9,9.4,9 and Algebra I
13547,27,MORRIS,1990,HANOVER PARK REGIONAL,50.0,HANOVER PARK HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,115,719,19.1,34.8,36.5,9.6,0,9 and Algebra I
13560,27,MORRIS,1990,HANOVER PARK REGIONAL,70.0,WHIPPANY PARK HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,127,742,8.7,18.1,26,47.2,0,9 and Algebra I
13577,27,MORRIS,1990,HANOVER PARK REGIONAL,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,253,11,242,731,13.6,26,31,29.3,0,9 and Algebra I
13594,27,MORRIS,2000,HANOVER TWP,40.0,MEMORIAL JUNIOR SCHOOL,I,TOTAL,ALL STUDENTS,*,*,41,788,0,0,0,85.4,14.6,9 and Algebra I
13604,27,MORRIS,2000,HANOVER TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,41,788,0,0,0,85.4,14.6,9 and Algebra I
13628,27,MORRIS,2380,JEFFERSON TWP,20.0,JEFFERSON TOWNSHIP HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,205,734,9.3,18.5,44.4,27.8,0,9 and Algebra I
13644,27,MORRIS,2380,JEFFERSON TWP,45.0,JEFFERSON TOWNSHIP MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,40,781,0,0,2.5,87.5,10,9 and Algebra I
13656,27,MORRIS,2380,JEFFERSON TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,245,742,7.8,15.5,37.6,37.6,1.6,9 and Algebra I
13675,27,MORRIS,2460,KINNELON BORO,50.0,KINNELON HIGH SCHOOL,I,TOTAL,ALL STUDENTS,*,*,87,756,2.3,9.2,23,63.2,2.3,9 and Algebra I
13692,27,MORRIS,2460,KINNELON BORO,65.0,PEARL R. MILLER MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,76,791,1.3,0,0,75,23.7,9 and Algebra I
13707,27,MORRIS,2460,KINNELON BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,163,773,1.8,4.9,12.3,68.7,12.3,9 and Algebra I
13727,27,MORRIS,2650,LINCOLN PARK BORO,40.0,LINCOLN PARK MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,44,777,0,0,4.5,88.6,6.8,9 and Algebra I
13739,27,MORRIS,2650,LINCOLN PARK BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,44,777,0,0,4.5,88.6,6.8,9 and Algebra I
13751,27,MORRIS,2870,MADISON BORO,50.0,MADISON HIGH SCHOOL,I,TOTAL,ALL STUDENTS,95,23,72,739,6.9,18.1,34.7,40.3,0,9 and Algebra I
13766,27,MORRIS,2870,MADISON BORO,100.0,MADISON JUNIOR SCHOOL,I,TOTAL,ALL STUDENTS,*,*,123,794,0,0,0,73.2,26.8,9 and Algebra I
13778,27,MORRIS,2870,MADISON BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,220,25,195,774,2.6,6.7,12.8,61,16.9,9 and Algebra I
13795,27,MORRIS,3090,MENDHAM BORO,60.0,MOUNTAIN VIEW,J,TOTAL,ALL STUDENTS,*,*,77,756,1.3,11.7,36.4,46.8,3.9,9 and Algebra I
13808,27,MORRIS,3090,MENDHAM BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,77,756,1.3,11.7,36.4,46.8,3.9,9 and Algebra I
13821,27,MORRIS,3100,MENDHAM TWP,60.0,MENDHAM TOWNSHIP MIDDLE SCHOOL,J,TOTAL,ALL STUDENTS,*,*,60,793,0,0,0,75,25,9 and Algebra I
13834,27,MORRIS,3100,MENDHAM TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,60,793,0,0,0,75,25,9 and Algebra I
13847,27,MORRIS,3340,MONTVILLE TWP,10.0,MONTVILLE TOWNSHIP HIGH SCHOOL,I,TOTAL,ALL STUDENTS,*,*,202,740,4.5,19.3,39.1,37.1,0,9 and Algebra I
13865,27,MORRIS,3340,MONTVILLE TWP,30.0,ROBERT R LAZAR MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,134,795,0,0,1.5,67.2,31.3,9 and Algebra I
13877,27,MORRIS,3340,MONTVILLE TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,336,762,2.7,11.6,24.1,49.1,12.5,9 and Algebra I
13898,27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,50.0,MORRIS COUNTY SCHOOL OF TECHNOLOGY,V,TOTAL,ALL STUDENTS,*,*,66,760,0,4.5,22.7,72.7,0,9 and Algebra I
13912,27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,,DISTRICT WIDE,V,TOTAL,ALL STUDENTS,*,*,66,760,0,4.5,22.7,72.7,0,9 and Algebra I
13926,27,MORRIS,3370,MORRIS HILLS REGIONAL,50.0,MORRIS HILLS HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,201,744,6.5,14.4,32.3,46.8,0,9 and Algebra I
13944,27,MORRIS,3370,MORRIS HILLS REGIONAL,60.0,MORRIS KNOLLS HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,268,748,4.5,11.9,31.7,51.5,.4,9 and Algebra I
13961,27,MORRIS,3370,MORRIS HILLS REGIONAL,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,469,746,5.3,13,32,49.5,.2,9 and Algebra I
